id,beta
882281678361808896,-0.3540993321046578
864077786209812480,-0.3600583592883578
853657404252311552,-0.35790661501014465
864116167841116160,-0.3522838942793287
2190789757,-0.3594832076965863
2505531216,-0.3493553201627061
202103663,-0.3669789581790312
601727879,-0.3463756814670786
863800772248707072,-0.3532631631341312
14953988,-0.357801924768783
110988733,-0.36901195783806784
771324366,-0.350889907416861
703201768469966854,-0.3519974557497464
485535439,-0.3625407268807081
2883914147,-0.3533384522534558
797807365215109121,-0.3550025709073402
857516168038547456,-0.34888588136095394
886879644003311616,-0.3562598649396878
303163055,-0.3607360802926362
863763746027696129,-0.35149240704033685
887029105656549376,-0.3563620271976158
848443405676032000,-0.3516560419693336
874010871491690496,-0.3552736332065868
856895137468882944,-0.35069840243343037
753101760563179520,-0.36291609561621646
886506554299731968,-0.3492179166653604
738852231403982849,-0.34800072963209355
569334217,-0.35546869388889474
140354061,-0.36334690040635903
837006753007042560,-0.36363305265225426
796820225647841280,-0.3539168416307022
866509140570648576,-0.3640648973916914
2900446738,-0.359318418542998
802991763476594688,-0.35702945674224396
371093049,-0.35619610009636415
471235891,-0.35740946799903806
92232739,-0.36026996322136384
239576549,-0.3562318791221875
848933124012748800,-0.34634441358059675
2351917542,-0.35669043308287945
570711719,-0.3523183001858061
861524040837734400,-0.3623969522579592
3246803080,-0.35654723708920344
470903149,-0.34672996769370457
794636319205052420,-0.3493663458266742
864789936398118912,-0.3588901590042274
884212657569529856,-0.3608695673918325
224197723,-0.36167777061254386
606246406,-0.3581268043722544
884071050392326144,-0.35466126863677394
315284579,-0.3543553419252452
881262333854666753,-0.35450876586461494
794527191505715200,-0.3513968677858932
882260220751335424,-0.3584814294751629
715431008477265920,-0.3645843077692848
705617755,-0.358901612599667
2814815146,-0.3542056392349748
850039265560064001,-0.3588843287777972
44863090,-0.353878783468109
832177423424831489,-0.3628033732405738
790650101819699201,-0.3509053174315577
340248836,-0.36894361587883256
920588743,-0.3510011863765788
853164306,-0.3470956640269046
3930053265,-0.3582496584219602
807172110,-0.367086286876423
864772781858279424,-0.36218569746585816
2205169561,-0.3494989022439981
102015907,-0.35759889673102374
881799929412407297,-0.35812705368291053
5474762,-0.35256754007652824
862907699423531009,-0.36187120995401356
863506427024986112,-0.3577782490217103
3341083283,-0.3527663864523036
920733949,-0.361209836816055
54332654,-0.361549110383855
2363328115,-0.35151145484255314
3424604463,-0.35660043397419555
244135082,-0.3530800590630234
493080366,-0.35294424880924197
330257386,-0.3603617978659761
236735380,-0.3473602803912912
1789364660,-0.3591853079670449
3366022348,-0.35910828177975046
434268971,-0.3591778982572965
524521549,-0.35967354702640325
831210978838724612,-0.35647479260690973
203828194,-0.3600943750475991
824896224314548224,-0.36471375558511865
789870175529107456,-0.35509848539099276
844671763665633281,-0.35667622655793196
301599207,-0.3560365761662965
850773156033966081,-0.36141548528950923
740320142,-0.3611077535918592
33235057,-0.3590936689428481
31347628,-0.3616962475825143
844712017961402371,-0.3405049348240101
863020880926056453,-0.3583756904533141
3354696803,-0.36599070265135786
388965459,-0.3595560966500029
840521264884273153,-0.3624229920356751
806416366144208896,-0.3670321714433556
749892779321458688,-0.3547377629614396
1707100669,-0.3633607581790285
864443103364739077,-0.3687188306643445
300186117,-0.3579987285826884
1923876792,-0.357123897483138
58268524,-0.35563017331045343
3663846975,-0.3568212456569155
465548431,-0.355050004291282
339898939,-0.3574458799420411
305243412,-0.35168189180912907
880321554420289536,-0.3522959236995578
2807930046,-0.3600866972614315
274992266,-0.3523338810955869
2837427844,-0.3544586452994391
1655399354,-0.36057100830334093
304681185,-0.3572250666893324
814568284058226689,-0.3613964275115409
604750530,-0.3521455430797663
1169862636,-0.3612017437418191
870593803593412608,-0.3614015393517461
857986735808163840,-0.3458236976849423
849573555033526274,-0.37048848066095036
824748725679616000,-0.35133419017497913
1940681100,-0.349501026618236
2278861680,-0.36045833147874046
46831740,-0.3580425689327716
856838232,-0.34528655775086975
813521098415439872,-0.36025693729818475
126358368,-0.35715977115815567
301601250,-0.3508808086880208
831212575,-0.3617039577916343
50986803,-0.35676276100715215
1277672882,-0.3538364577313153
809386582037954561,-0.3676462763426349
791341230,-0.35203274712425675
3015638080,-0.3566961063153149
856270190736277506,-0.3565360340922389
866986141752360961,-0.34881432570604143
2370882486,-0.36067099706335376
245028995,-0.36061339234247686
879773254533218304,-0.3560117291764944
419424670,-0.35562950367937074
879791433154260992,-0.34720722688482364
147933161,-0.36034422569747004
334959194,-0.3570719399473177
45855390,-0.3557481332665328
147656519,-0.3555918206761345
569390345,-0.35326674632150284
485002778,-0.3663325685986821
2594807605,-0.3627655976750959
339852539,-0.3549493652169277
205816943,-0.3607571715759949
206688971,-0.3601259292810317
394088380,-0.3563511983026452
365534796,-0.3527431585070375
4856777217,-0.3561799653995516
44404175,-0.35480151968554813
431836689,-0.36419192679530404
871954744100651008,-0.3540544874421001
2356335560,-0.3613227880323285
524638739,-0.36668575956580834
711170077803089921,-0.35428969115020403
524950812,-0.351948314808018
333265567,-0.3526466210932846
2674171817,-0.36204336632309514
865478836053344257,-0.36862126719310306
95904329,-0.3557111781551394
389644606,-0.3562092909652853
4815746662,-0.358334026068685
371371693,-0.35511481558236146
861942866989469697,-0.35155144398048516
1031351958,-0.35309173508720587
742075056289894400,-0.3548380600512622
577418941,-0.3573599438665516
707552690432315392,-0.35250143950896556
778611408606986240,-0.3530332034869301
130787321,-0.36504899342184866
826518250385186819,-0.3569195354143078
557262249,-0.3595418409623155
1669021962,-0.3621095855137781
18308902,-0.35155846021490367
599298841,-0.3607647445487151
728650303713751043,-0.3606708518132766
2687038888,-0.3458702902809489
921893850,-0.3712630308581065
714930185838202880,-0.3509521596803069
571826473,-0.3577925585837152
2419357100,-0.35968804981594693
4864944870,-0.37116255635564244
236099428,-0.35745758463370897
857937625684037633,-0.3500999661912657
878929664957403136,-0.3558700267935267
859658503,-0.3526563946201056
94805720,-0.36218852352824077
864849861077864450,-0.34769661894114223
29269210,-0.35444533115248567
84341644,-0.36114144462654957
305537470,-0.35673061594817534
742353518238011392,-0.35989191748847826
712961701642108928,-0.3533818432887489
360839347,-0.35515947539826703
725432904495566853,-0.3507472562283208
867070815627603968,-0.35156660174935644
829614011989815296,-0.3596851785263715
748852255495950337,-0.3540905534131239
189463803,-0.35756091073947116
864531980033110018,-0.35659963024899094
201411768,-0.35754389360352057
746246339634278400,-0.3571581494540077
870531775730245632,-0.3598889824107463
17893701,-0.35245903204458046
259920444,-0.3583415990775375
73390847,-0.3549030970521013
559971999,-0.3604670682260199
95202337,-0.35995226782748885
4397751982,-0.34688836193195255
2889743956,-0.3554702606022405
449046910,-0.3623697506286903
2481713529,-0.35678453511577163
532496556,-0.3652252507127519
1038336426,-0.354329927451407
163981838,-0.34546701806254815
876910226485784576,-0.36403864431686306
2974790937,-0.3671525464360195
803623664352509953,-0.35152652122612893
334409832,-0.3547047912154477
862649536514318337,-0.35342049201271314
1264867363,-0.35971477599674734
309223944,-0.35583952966983007
255804181,-0.35518842483636454
254697916,-0.3488213435353009
3129179611,-0.3537469419721042
14243342,-0.3575669222235391
864634572008509440,-0.35844919306759904
2196452216,-0.36296613250989324
2283972681,-0.3597262952889609
2804923960,-0.3609753441820884
291890364,-0.36863781058392064
4019000507,-0.34599760046133154
911132082,-0.34907407728488954
28790813,-0.35143141551900553
92370047,-0.3574701424880519
2470586911,-0.36052871054634417
148777889,-0.3708180508475827
2888917854,-0.35952413305724507
1387151082,-0.3456463383802445
1458716720,-0.3579079037135161
557963710,-0.3516037149805146
836028985494622208,-0.3610125170375733
479751235,-0.3503176301483346
2597559166,-0.3698889878176286
869661422237646848,-0.36164500966895197
874365069538336768,-0.35124026447627094
1203576223,-0.3567440300104116
586427018,-0.3596762519768689
2709437395,-0.34946790115434967
253686094,-0.3629226748289584
190668307,-0.3502911824314507
492995382,-0.3577578237205279
476897237,-0.3586620165053515
786200994552029185,-0.3518159072166835
56973406,-0.35958578435402255
2462067682,-0.3542698782744267
2236606058,-0.35549720190279377
112713381,-0.3611144127099265
863649665585119232,-0.3455656540326612
573758542,-0.3645478972678785
724206801399504896,-0.3598982543234784
816270279940907008,-0.35130259476124776
851011165908074497,-0.3660441441029474
864844727828582400,-0.3577919245339109
377424577,-0.35967120841609246
2383522724,-0.3534864849158237
869560974323396608,-0.3487430293600827
869947475259523072,-0.3612485032948805
301336443,-0.35894421888301803
15132395,-0.359713002394
125165568,-0.3495580250705787
598440960,-0.36774491660160313
4481833577,-0.3623315046584203
864410712487206916,-0.3705323417484812
4824050399,-0.3616861623790178
3761475615,-0.3528402112361539
2305227445,-0.35736914342843557
764432779874631680,-0.35611048556164415
157980522,-0.3599276695964454
75843329,-0.358014289277757
436593441,-0.35775176833082706
2907689818,-0.3534195664732082
728274365641527297,-0.360878274490093
868161505795219456,-0.3597984698330023
111874669,-0.3577913781192637
120882730,-0.3628726631911349
1912246501,-0.3537140558509559
795233446121664512,-0.35247820562435367
81403156,-0.3619185251858379
864042960119320576,-0.37164781893528986
53030642,-0.34319668929603986
347131507,-0.3738674132141186
826062874133028864,-0.35312867663590736
603139314,-0.34487554731906217
866324403541430273,-0.36249602009739784
439040957,-0.36450560346329103
2998214649,-0.3707826953149748
389690293,-0.359973805605247
822038750553325568,-0.3458866519771826
38244333,-0.3607456282009274
2923738726,-0.3565280145173213
161971690,-0.3608230665590834
1046890831,-0.36094735137180145
2975510977,-0.34830216745609216
20914155,-0.3583904140926356
818836848697024512,-0.35951419313690586
782574244202946560,-0.3561936463673252
1281576751,-0.3593051933770399
402289328,-0.3578068986930697
276506110,-0.349625011172928
864092579050205184,-0.36368839021736027
863846061202341890,-0.3613481896430883
4651232961,-0.3553229764251796
606574120,-0.36729696278809354
1523022200,-0.3633902101552695
2873756108,-0.3566937194365217
968284681,-0.3564492010450865
2867853112,-0.3674299222116231
390078748,-0.3666433201868053
173749971,-0.35779702808488206
864225890443591680,-0.36705871991088057
2765843350,-0.3668230625869997
787753663,-0.3605105324812041
18335931,-0.35307129537022547
2574912437,-0.3669109087526668
741251217775529984,-0.36704862273966515
2716057936,-0.355616182467823
375889831,-0.37078995748752497
139338083,-0.3694557805369537
407299000,-0.367553156412909
382026403,-0.3603335299958214
876218922,-0.37126745565775504
483908210,-0.3616822481940769
864206680648810496,-0.3546493049554522
863811293718994944,-0.35905282014140955
442860689,-0.3594638732026991
743701369,-0.3565376966726118
845978405917069312,-0.3596780617032309
477520675,-0.34909113787886203
805082776613646336,-0.3629409707539448
772215918868979712,-0.3532017688664971
396444144,-0.34717047471857443
323560814,-0.3652215614796316
11064062,-0.3668342882291985
796136444653895680,-0.3565676097241669
473935744,-0.3660775272948794
356199657,-0.35843527003574227
521612663,-0.35983704138471
359622819,-0.36372736149115353
160874804,-0.36968264465266304
271109258,-0.34266747536854486
3802979968,-0.3509928130970652
862549147290882048,-0.36258837529396587
720855687836733441,-0.33884812542260606
1322711941,-0.3708707782789015
2240468655,-0.3640132725985112
863136499881127937,-0.35056505969809804
519975107,-0.3670701904876917
277182161,-0.35862767127964423
53029000,-0.34998357726643947
1592788578,-0.3609913988768373
274735614,-0.3547698881234276
582544480,-0.38064927943314614
345282134,-0.3698148655289731
268959985,-0.36076109093871767
836922310481281025,-0.3605039468264994
828623842704838656,-0.36218778201732343
586768481,-0.35875194422458717
840848756287426560,-0.362167695295244
816877773285457920,-0.3644230954546946
4071541769,-0.36032254791513707
39764340,-0.3596211547648373
2663247136,-0.34653670175410856
700741830145503234,-0.36356632776960734
842070237637947395,-0.3655652955449193
519945815,-0.35762081130327944
305552244,-0.3704015654865254
1853852832,-0.3584380057247073
525570074,-0.3632196546689496
813498356903329793,-0.3664795879938037
855520394459140097,-0.34729129029293426
1169006582,-0.3632906894113998
839165693522235393,-0.36267464607090505
130892800,-0.3476480364689545
291939694,-0.3682659972413034
163452552,-0.36237833130556124
1710915560,-0.3653824398341565
81646497,-0.35229212852651837
426937135,-0.36457023473645706
19450275,-0.3667422365011249
349931942,-0.35718918455074267
744629069728329729,-0.3737026862629071
37053234,-0.3644359141163721
776379494,-0.3465536725666453
598651174,-0.366159259233042
719869407573512192,-0.372501838841005
360678565,-0.36647398479638543
845631565954736128,-0.35664184295116913
73439787,-0.3636104829140313
738519540,-0.3658963801125892
508848858,-0.36798351589267314
806609129548742656,-0.3584279358685718
414053698,-0.3447778649081878
717395179465023488,-0.35925274343008207
857898961314746369,-0.3625258940689928
794616080924835840,-0.3696723324599127
862332615554211842,-0.362866252221575
784342245189128192,-0.3726571061573637
286379536,-0.36058622121006534
1455182815,-0.3597197602001468
4127678416,-0.3668897409768088
259857789,-0.372607754829127
4456966582,-0.34377260619778466
128188738,-0.3782486351114574
853226967331729408,-0.3423703494848758
855088203983925248,-0.35971868775567684
709818497220616192,-0.3703221128715618
213672008,-0.35279178180096404
741675786,-0.3659302627844696
2584094633,-0.3645863613351353
21077337,-0.3660112694444643
3133786217,-0.3617435270858943
861327644092235777,-0.3576124059425609
192991803,-0.3607155054150591
509427184,-0.3650032694374629
4051591709,-0.3610423360333122
385129619,-0.3555505723509412
4224710963,-0.36353988598714365
369625415,-0.3700567996227736
110713059,-0.35098936621468463
811703332838338560,-0.3674477346412338
859633199537848320,-0.36722453922088344
861318029560487945,-0.3693139050570558
2423707482,-0.3587214889187932
14961800,-0.36446032369313774
27706537,-0.3686502361800834
1008518762,-0.3452304090712325
416521350,-0.365974611586237
1510122451,-0.3633422280002975
2488335330,-0.36224184425493144
282119887,-0.3539555028526196
847381414291030016,-0.36851958817097774
432570009,-0.3675006117997018
858561493683589120,-0.35668975527098984
107841217,-0.3700407866095532
824327282412191745,-0.3683883478389631
37819880,-0.348950025172707
3426036023,-0.36782551478264924
58189194,-0.369416265540728
530992152,-0.3632556685526258
71222436,-0.36638608004097134
103616929,-0.37104303799703353
784380440,-0.3579558270442163
895804716,-0.36942376170947794
8679402,-0.34768129272858167
769348711,-0.3668403725412803
3447900687,-0.3651417108699484
807692947118575616,-0.3516194906622508
124518743,-0.35970390674001573
2157271192,-0.353787571082392
859785074933366784,-0.372557998902437
104228731,-0.35945689798358704
110155490,-0.36099528441705026
129212872,-0.3686911698043948
838801899763740673,-0.37308049658208414
2747213531,-0.33934507090611726
2573143219,-0.37457363880840694
850800648018939904,-0.36779748146040436
857232487231180800,-0.3484218469784153
452056417,-0.362622773176541
203515169,-0.37315541824944193
3418139525,-0.3451084905389638
97232743,-0.3761048043319463
1085571565,-0.37250379668309264
804932902735773696,-0.3439836798056274
873439993,-0.36507787808278397
800437896834519041,-0.3632769377297056
332709504,-0.3510455576062784
853947547278352384,-0.37177641434564623
803977791779782656,-0.3608221016361469
783693297378271232,-0.36736494838431727
833992922,-0.35921471524218895
102012572,-0.36612517264710265
28475838,-0.3648055210188596
898442580,-0.35534425987226576
856239998982660096,-0.363155455851877
850754075163594753,-0.37228050594798756
223235910,-0.3685080844606588
1003993716,-0.3727441854814364
27629736,-0.3672491116272318
1413608245,-0.3719464272378976
128206096,-0.3616747204221095
855817557454073856,-0.3677385315573386
789085177628819456,-0.3672814121810822
257089964,-0.3707712029225144
829316004912193537,-0.3628793992203238
23102336,-0.3656661950327183
1183463192,-0.35940357507652676
82104300,-0.3629500722594038
837694453250936837,-0.36546876600633904
263318942,-0.3560342209096211
272104311,-0.3703960724122452
1599832879,-0.37013478189078586
2900697472,-0.37336254553830533
827950883132563456,-0.36863306395269707
15162674,-0.34763304092558805
15996880,-0.35866463521907666
361388805,-0.371813910420327
57675357,-0.366178406301805
3089173697,-0.3570406504724158
2754932869,-0.3665199478451111
855769676,-0.36536229790256924
815059752,-0.36121780503573797
852466008203960320,-0.3679789876797479
851909049964744705,-0.3466958377799299
831865178757160960,-0.3678313138938015
771611876396376064,-0.3635821268836164
422075995,-0.3471081518055958
1006709210,-0.3612718379900199
531378599,-0.3712990578575647
777562271128121344,-0.3622986057632885
848609569962168324,-0.3660721559998257
838157711183339525,-0.3593053505708299
708953520,-0.35916959621404154
849726204710076416,-0.3675117369084803
31052338,-0.36959641802263554
841390816258080768,-0.34188588460093144
435256493,-0.37362883006162334
826510967785787392,-0.36711476896617906
832691773273092096,-0.3501960363862157
1600796000,-0.36187523724450377
3395981603,-0.37047254273556024
1923919290,-0.34871219779044393
102318917,-0.3756366593791367
2891340477,-0.36978061951227936
730654303015305216,-0.3477932579528864
889596558,-0.3607078411175408
990704022,-0.36169658986633485
506356173,-0.36059021916337824
142632679,-0.35346845055462095
1911591212,-0.37954647585709506
4110577455,-0.3747504395373227
767258287,-0.36106045277806126
831131626931441665,-0.36328599696381364
15718863,-0.35629387292480774
837043040183283712,-0.3646125103564671
3775648041,-0.36905126055831344
1231030806,-0.3453654687732354
332750362,-0.36507169731497147
1728042289,-0.35800282864130795
836644323085148165,-0.36894901592308593
821672798594727936,-0.365447137160202
844930596166160384,-0.3649675925390118
3089821899,-0.36262685521918914
819867572065751040,-0.3439115960459883
781898981265866752,-0.36190770941460715
203057485,-0.3508624312364633
2845295241,-0.36250415194702745
799168543065522176,-0.35937841237197526
831992286934339584,-0.3675170026583029
821355317678194688,-0.3666241425419664
183602448,-0.3761033170046825
248229614,-0.36596651275430064
1645774837,-0.36482094255793573
814519176207462401,-0.37361131326050634
753640316859740161,-0.36092448479874256
1639532095,-0.36892678408016355
268049811,-0.3607365701925629
3240937925,-0.3679289264008965
464664037,-0.3598101188325981
829076410841038848,-0.3440145916960752
780131738592874497,-0.3689931189952008
236421467,-0.3531752959530061
376768350,-0.3605386046226295
816586346533896193,-0.3558181010906958
837689979887288323,-0.3623898252978145
1917426769,-0.36380481921185126
413516442,-0.36807084712884225
831252194716446725,-0.36856149719036446
3355895783,-0.3639855340929521
775747540100800513,-0.3521801122129826
326427913,-0.36461485361480245
818121889373679616,-0.3657675507436848
712275560,-0.34860766857820286
2154916982,-0.3722734389625899
806873666562781184,-0.35201901465226243
80289228,-0.3589644333859378
103437676,-0.349697669235682
2866507550,-0.3808135327680443
20907775,-0.37073769804921597
2333483898,-0.3604267288496297
